-3.000000000000000000e+00 2.273728284139188704e-01
-2.939393939393939448e+00 3.268043829075402695e-01
-2.878787878787878896e+00 3.981204771695222022e-01
-2.818181818181818343e+00 4.328819313557277226e-01
-2.757575757575757791e+00 4.274278253466168853e-01
-2.696969696969696795e+00 3.828172174264802274e-01
-2.636363636363636243e+00 3.042254642162058320e-01
-2.575757575757575690e+00 1.999595267276537691e-01
-2.515151515151515138e+00 8.027227372470134570e-02
-2.454545454545454586e+00 -4.385532730773313015e-02
-2.393939393939394034e+00 -1.618252174980939484e-01
-2.333333333333333037e+00 -2.643278852359395303e-01
-2.272727272727272485e+00 -3.439870981203090317e-01
-2.212121212121211933e+00 -3.957278726959022053e-01
-2.151515151515151381e+00 -4.168841636839860088e-01
-2.090909090909090828e+00 -4.070857465998617974e-01
-2.030303030303030276e+00 -3.679771122545484330e-01
-1.969696969696969724e+00 -3.028258384242065726e-01
-1.909090909090909172e+00 -2.160755751622652765e-01
-1.848484848484848397e+00 -1.128915337821264908e-01
-1.787878787878787845e+00 1.263748268844285677e-03
-1.727272727272727293e+00 1.209977887513238037e-01
-1.666666666666666519e+00 2.412829726184174683e-01
-1.606060606060605966e+00 3.576726333454924855e-01
-1.545454545454545414e+00 4.664399252346579372e-01
-1.484848484848484862e+00 5.646466074138396518e-01
-1.424242424242424310e+00 6.501524310858901590e-01
-1.363636363636363535e+00 7.215776009414164305e-01
-1.303030303030302983e+00 7.782311081143249432e-01
-1.242424242424242431e+00 8.200169808275238337e-01
-1.181818181818181657e+00 8.473290334694210113e-01
-1.121212121212121104e+00 8.609428355035260161e-01
-1.060606060606060552e+00 8.619116282934874418e-01
-1.000000000000000000e+00 8.514709848078965138e-01
-9.393939393939394478e-01 8.309552654484342327e-01
-8.787878787878788955e-01 8.017274490934839237e-01
-8.181818181818183433e-01 7.651227436052218112e-01
-7.575757575757573470e-01 7.224055030797225108e-01
-6.969696969696967948e-01 6.747383760254348495e-01
-6.363636363636362425e-01 6.231622419999177653e-01
-5.757575757575756903e-01 5.685853204480331158e-01
-5.151515151515151381e-01 5.117798102698014606e-01
-4.545454545454545858e-01 4.533845006425745727e-01
-3.939393939393940336e-01 3.939119465912040985e-01
-3.333333333333330373e-01 3.337589966409697517e-01
-2.727272727272724850e-01 2.732196707977755379e-01
-2.121212121212119328e-01 2.124995971518648386e-01
-1.515151515151513806e-01 1.517314117783582494e-01
-9.090909090909082835e-02 9.099070067185237309e-02
-3.030303030303027612e-02 3.031220878076628170e-02
3.030303030303027612e-02 -3.029384330785535664e-02
9.090909090909082835e-02 -9.082541141565401988e-02
1.515151515151513806e-01 -1.512722749555850399e-01
2.121212121212123769e-01 -2.115996889792297886e-01
2.727272727272729291e-01 -2.717320674919909140e-01
3.333333333333334814e-01 -3.315367744187480148e-01
3.939393939393940336e-01 -3.908081816692573485e-01
4.545454545454545858e-01 -4.492522692376159088e-01
5.151515151515151381e-01 -5.064721885985434824e-01
5.757575757575756903e-01 -5.619553847271883118e-01
6.363636363636366866e-01 -6.150630684461990683e-01
6.969696969696972388e-01 -6.650230408555545258e-01
7.575757575757577911e-01 -7.109270825103931601e-01
8.181818181818183433e-01 -7.517343138531557001e-01
8.787878787878788955e-01 -7.862820863753939848e-01
9.393939393939394478e-01 -8.133060459810328435e-01
1.000000000000000000e+00 -8.314709848078964960e-01
1.060606060606060552e+00 -8.394139239776013950e-01
1.121212121212121104e+00 -8.358005030884663178e-01
1.181818181818181657e+00 -8.193951491719002611e-01
1.242424242424242209e+00 -7.891446208642549642e-01
1.303030303030302761e+00 -7.442733487020203320e-01
1.363636363636363313e+00 -6.843875182967885662e-01
1.424242424242424754e+00 -6.095831014256508640e-01
1.484848484848485306e+00 -5.205511069547021918e-01
1.545454545454545858e+00 -4.186713301933348008e-01
1.606060606060606410e+00 -3.060840199386964944e-01
1.666666666666666963e+00 -1.857274170628610832e-01
1.727272727272727515e+00 -6.132836726371997116e-02
1.787878787878788067e+00 6.266646293409468271e-02
1.848484848484848619e+00 1.812294584836880162e-01
1.909090909090909172e+00 2.889681371457363257e-01
1.969696969696969724e+00 3.804199614728751011e-01
2.030303030303030276e+00 4.504197201517018412e-01
2.090909090909090828e+00 4.945237631287873747e-01
2.151515151515151381e+00 5.094645126279713221e-01
2.212121212121211933e+00 4.935974778382346551e-01
2.272727272727272485e+00 4.472928832442759628e-01
2.333333333333333925e+00 3.732167741248270665e-01
2.393939393939394478e+00 2.764441339351915716e-01
2.454545454545455030e+00 1.643511950763271168e-01
2.515151515151515582e+00 4.624746915867722352e-02
2.575757575757576134e+00 -6.726898494620353608e-02
2.636363636363636687e+00 -1.652171997533963821e-01
2.696969696969697239e+00 -2.373443064990243268e-01
2.757575757575757791e+00 -2.753433441712265783e-01
2.818181818181818343e+00 -2.740389561491161086e-01
2.878787878787878896e+00 -2.323720841484018806e-01
2.939393939393939448e+00 -1.540036482886237845e-01
3.000000000000000000e+00 -4.737282841391887711e-02
